1,2,23,12345678912,北京市海淀区北下关街道北京交通大学
2,2,67,12345678912,北京市海淀区北下关街道北京交通大学
3,1,24,12345678912,北京市海淀区北下关街道北京交通大学
4,1,55,12345678912,北京市海淀区北下关街道北京交通大学
5,2,16,12345678912,北京市海淀区北下关街道北京交通大学
6,1,16,12345678912,北京市海淀区北下关街道北京交通大学
7,2,24,12345678912,北京市海淀区北下关街道北京交通大学
8,1,69,12345678912,北京市海淀区北下关街道北京交通大学
9,2,32,12345678912,北京市海淀区北下关街道北京交通大学
10,1,50,12345678912,北京市海淀区北下关街道北京交通大学
11,1,56,12345678912,北京市海淀区北下关街道北京交通大学
12,2,25,12345678912,北京市海淀区北下关街道北京交通大学
13,2,17,12345678912,北京市海淀区北下关街道北京交通大学
14,1,14,12345678912,北京市海淀区北下关街道北京交通大学
15,2,73,12345678912,北京市海淀区北下关街道北京交通大学
16,1,46,12345678912,北京市海淀区北下关街道北京交通大学
17,1,34,12345678912,北京市海淀区北下关街道北京交通大学
18,2,44,12345678912,北京市海淀区北下关街道北京交通大学
19,2,62,12345678912,北京市海淀区北下关街道北京交通大学
20,2,29,12345678912,北京市海淀区北下关街道北京交通大学
21,2,35,12345678912,北京市海淀区北下关街道北京交通大学
22,1,36,12345678912,北京市海淀区北下关街道北京交通大学
23,2,39,12345678912,北京市海淀区北下关街道北京交通大学
24,1,47,12345678912,北京市海淀区北下关街道北京交通大学
25,2,56,12345678912,北京市海淀区北下关街道北京交通大学
26,1,34,12345678912,北京市海淀区北下关街道北京交通大学
27,1,75,12345678912,北京市海淀区北下关街道北京交通大学
28,1,49,12345678912,北京市海淀区北下关街道北京交通大学
29,1,40,12345678912,北京市海淀区北下关街道北京交通大学
30,1,63,12345678912,北京市海淀区北下关街道北京交通大学
31,1,67,12345678912,北京市海淀区北下关街道北京交通大学
32,2,68,12345678912,北京市海淀区北下关街道北京交通大学
33,2,62,12345678912,北京市海淀区北下关街道北京交通大学
34,1,23,12345678912,北京市海淀区北下关街道北京交通大学
35,2,39,12345678912,北京市海淀区北下关街道北京交通大学
36,2,46,12345678912,北京市海淀区北下关街道北京交通大学
37,1,70,12345678912,北京市海淀区北下关街道北京交通大学
38,2,60,12345678912,北京市海淀区北下关街道北京交通大学
39,1,26,12345678912,北京市海淀区北下关街道北京交通大学
40,2,65,12345678912,北京市海淀区北下关街道北京交通大学
41,1,21,12345678912,北京市海淀区北下关街道北京交通大学
42,1,53,12345678912,北京市海淀区北下关街道北京交通大学
43,1,75,12345678912,北京市海淀区北下关街道北京交通大学
44,1,33,12345678912,北京市海淀区北下关街道北京交通大学
45,1,47,12345678912,北京市海淀区北下关街道北京交通大学
46,1,35,12345678912,北京市海淀区北下关街道北京交通大学
47,1,57,12345678912,北京市海淀区北下关街道北京交通大学
48,2,23,12345678912,北京市海淀区北下关街道北京交通大学
49,2,51,12345678912,北京市海淀区北下关街道北京交通大学
50,1,72,12345678912,北京市海淀区北下关街道北京交通大学
51,1,75,12345678912,北京市海淀区北下关街道北京交通大学
52,2,27,12345678912,北京市海淀区北下关街道北京交通大学
53,1,56,12345678912,北京市海淀区北下关街道北京交通大学
54,2,39,12345678912,北京市海淀区北下关街道北京交通大学
55,1,51,12345678912,北京市海淀区北下关街道北京交通大学
56,1,54,12345678912,北京市海淀区北下关街道北京交通大学
57,2,59,12345678912,北京市海淀区北下关街道北京交通大学
58,2,48,12345678912,北京市海淀区北下关街道北京交通大学
59,2,19,12345678912,北京市海淀区北下关街道北京交通大学
60,2,62,12345678912,北京市海淀区北下关街道北京交通大学
61,2,56,12345678912,北京市海淀区北下关街道北京交通大学
62,2,63,12345678912,北京市海淀区北下关街道北京交通大学
63,2,17,12345678912,北京市海淀区北下关街道北京交通大学
64,1,58,12345678912,北京市海淀区北下关街道北京交通大学
65,2,68,12345678912,北京市海淀区北下关街道北京交通大学
66,1,17,12345678912,北京市海淀区北下关街道北京交通大学
67,2,37,12345678912,北京市海淀区北下关街道北京交通大学
68,2,43,12345678912,北京市海淀区北下关街道北京交通大学
69,1,43,12345678912,北京市海淀区北下关街道北京交通大学
70,2,52,12345678912,北京市海淀区北下关街道北京交通大学
71,2,49,12345678912,北京市海淀区北下关街道北京交通大学
72,2,55,12345678912,北京市海淀区北下关街道北京交通大学
73,1,17,12345678912,北京市海淀区北下关街道北京交通大学
74,1,73,12345678912,北京市海淀区北下关街道北京交通大学
75,1,33,12345678912,北京市海淀区北下关街道北京交通大学
76,1,16,12345678912,北京市海淀区北下关街道北京交通大学
77,2,58,12345678912,北京市海淀区北下关街道北京交通大学
78,2,37,12345678912,北京市海淀区北下关街道北京交通大学
79,1,64,12345678912,北京市海淀区北下关街道北京交通大学
80,2,35,12345678912,北京市海淀区北下关街道北京交通大学
81,1,29,12345678912,北京市海淀区北下关街道北京交通大学
82,1,67,12345678912,北京市海淀区北下关街道北京交通大学
83,1,12,12345678912,北京市海淀区北下关街道北京交通大学
84,1,33,12345678912,北京市海淀区北下关街道北京交通大学
85,2,27,12345678912,北京市海淀区北下关街道北京交通大学
86,1,27,12345678912,北京市海淀区北下关街道北京交通大学
87,2,29,12345678912,北京市海淀区北下关街道北京交通大学
88,1,16,12345678912,北京市海淀区北下关街道北京交通大学
89,2,68,12345678912,北京市海淀区北下关街道北京交通大学
90,1,38,12345678912,北京市海淀区北下关街道北京交通大学
91,1,49,12345678912,北京市海淀区北下关街道北京交通大学
92,1,43,12345678912,北京市海淀区北下关街道北京交通大学
93,1,44,12345678912,北京市海淀区北下关街道北京交通大学
94,2,30,12345678912,北京市海淀区北下关街道北京交通大学
95,2,55,12345678912,北京市海淀区北下关街道北京交通大学
96,2,46,12345678912,北京市海淀区北下关街道北京交通大学
97,2,60,12345678912,北京市海淀区北下关街道北京交通大学
98,1,28,12345678912,北京市海淀区北下关街道北京交通大学
99,1,68,12345678912,北京市海淀区北下关街道北京交通大学
100,1,17,12345678912,北京市海淀区北下关街道北京交通大学
101,2,34,12345678912,北京市海淀区北下关街道北京交通大学
102,2,19,12345678912,北京市海淀区北下关街道北京交通大学
103,1,23,12345678912,北京市海淀区北下关街道北京交通大学
104,1,15,12345678912,北京市海淀区北下关街道北京交通大学
105,2,68,12345678912,北京市海淀区北下关街道北京交通大学
106,1,18,12345678912,北京市海淀区北下关街道北京交通大学
107,2,45,12345678912,北京市海淀区北下关街道北京交通大学
108,1,65,12345678912,北京市海淀区北下关街道北京交通大学
109,2,58,12345678912,北京市海淀区北下关街道北京交通大学
110,1,34,12345678912,北京市海淀区北下关街道北京交通大学
111,2,35,12345678912,北京市海淀区北下关街道北京交通大学
112,1,39,12345678912,北京市海淀区北下关街道北京交通大学
113,2,64,12345678912,北京市海淀区北下关街道北京交通大学
114,2,32,12345678912,北京市海淀区北下关街道北京交通大学
115,2,69,12345678912,北京市海淀区北下关街道北京交通大学
116,1,61,12345678912,北京市海淀区北下关街道北京交通大学
117,1,69,12345678912,北京市海淀区北下关街道北京交通大学
118,1,42,12345678912,北京市海淀区北下关街道北京交通大学
119,1,36,12345678912,北京市海淀区北下关街道北京交通大学
120,1,25,12345678912,北京市海淀区北下关街道北京交通大学
121,2,15,12345678912,北京市海淀区北下关街道北京交通大学
122,2,71,12345678912,北京市海淀区北下关街道北京交通大学
123,1,12,12345678912,北京市海淀区北下关街道北京交通大学
124,2,48,12345678912,北京市海淀区北下关街道北京交通大学
125,2,71,12345678912,北京市海淀区北下关街道北京交通大学
126,1,40,12345678912,北京市海淀区北下关街道北京交通大学
127,1,33,12345678912,北京市海淀区北下关街道北京交通大学
128,2,57,12345678912,北京市海淀区北下关街道北京交通大学
129,2,61,12345678912,北京市海淀区北下关街道北京交通大学
130,1,26,12345678912,北京市海淀区北下关街道北京交通大学
131,1,26,12345678912,北京市海淀区北下关街道北京交通大学
132,2,70,12345678912,北京市海淀区北下关街道北京交通大学
133,1,72,12345678912,北京市海淀区北下关街道北京交通大学
134,2,51,12345678912,北京市海淀区北下关街道北京交通大学
135,2,54,12345678912,北京市海淀区北下关街道北京交通大学
136,1,14,12345678912,北京市海淀区北下关街道北京交通大学
